fips,cases,county,date,state,pop,omb13cbsa,metro_area,county_bridge,smsa
42019,195,Butler,2020-05-10,Pennsylvania,187853,38300,"Pittsburgh, PA", Butler County ,
42025,198,Carbon,2020-05-10,Pennsylvania,64182,10900,"Allentown-Bethlehem-Easton, PA-NJ", Carbon County ,0240
42029,1906,Chester,2020-05-10,Pennsylvania,524989,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD", Chester County ,
42045,5032,Delaware,2020-05-10,Pennsylvania,566747,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD", Delaware County ,
42049,124,Erie,2020-05-10,Pennsylvania,269728,21500,"Erie, PA",Erie County ,2360
42051,85,Fayette,2020-05-10,Pennsylvania,129274,38300,"Pittsburgh, PA", Fayette County ,
42069,1172,Lackawanna,2020-05-10,Pennsylvania,209674,42540,"Scranton--Wilkes-Barre, PA",Lackawanna County ,7560
42071,2223,Lancaster,2020-05-10,Pennsylvania,545724,29540,"Lancaster, PA",Lancaster County ,4000
42077,3241,Lehigh,2020-05-10,Pennsylvania,369318,10900,"Allentown-Bethlehem-Easton, PA-NJ", Lehigh County ,0240
42079,2416,Luzerne,2020-05-10,Pennsylvania,317417,42540,"Scranton--Wilkes-Barre, PA", Luzerne County ,7560
42085,73,Mercer,2020-05-10,Pennsylvania,109424,49660,"Youngstown-Warren-Boardman, OH-PA", Mercer County ,9320
42091,5260,Montgomery,2020-05-10,Pennsylvania,830915,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD", Montgomery County ,
42095,2453,Northampton,2020-05-10,Pennsylvania,305285,10900,"Allentown-Bethlehem-Easton, PA-NJ", Northampton County ,0240
42101,18211,Philadelphia,2020-05-10,Pennsylvania,1584064,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD", Philadelphia County ,
42103,432,Pike,2020-05-10,Pennsylvania,55809,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA", Pike County ,
42125,124,Washington,2020-05-10,Pennsylvania,206865,38300,"Pittsburgh, PA", Washington County ,
42129,417,Westmoreland,2020-05-10,Pennsylvania,348899,38300,"Pittsburgh, PA", Westmoreland County ,
42131,30,Wyoming,2020-05-10,Pennsylvania,26794,42540,"Scranton--Wilkes-Barre, PA", Wyoming County ,7560
44001,154,Bristol,2020-05-10,Rhode Island,48479,39300,"Providence-New Bedford-Fall River, RI-MA", Bristol County ,6480
44003,703,Kent,2020-05-10,Rhode Island,164292,39300,"Providence-New Bedford-Fall River, RI-MA", Kent County ,6480
44005,161,Newport,2020-05-10,Rhode Island,82082,39300,"Providence-New Bedford-Fall River, RI-MA", Newport County ,6480
44007,7138,Providence,2020-05-10,Rhode Island,638931,39300,"Providence-New Bedford-Fall River, RI-MA", Providence County ,6480
44009,363,Washington,2020-05-10,Rhode Island,125577,39300,"Providence-New Bedford-Fall River, RI-MA", Washington County ,6480
45003,118,Aiken,2020-05-10,South Carolina,170872,12260,"Augusta-Richmond County, GA-SC", Aiken County ,0600
45015,192,Berkeley,2020-05-10,South Carolina,227907,16700,"Charleston-North Charleston-Summerville, SC",Berkeley County ,1440
45017,8,Calhoun,2020-05-10,South Carolina,14553,17900,"Columbia, SC",Calhoun County ,1760
45019,481,Charleston,2020-05-10,South Carolina,411406,16700,"Charleston-North Charleston-Summerville, SC", Charleston County ,1440
45035,106,Dorchester,2020-05-10,South Carolina,162809,16700,"Charleston-North Charleston-Summerville, SC", Dorchester County ,1440
45037,39,Edgefield,2020-05-10,South Carolina,27260,12260,"Augusta-Richmond County, GA-SC", Edgefield County ,0600
45039,80,Fairfield,2020-05-10,South Carolina,22347,17900,"Columbia, SC", Fairfield County ,1760
45045,933,Greenville,2020-05-10,South Carolina,523542,24860,"Greenville-Mauldin-Easley, SC",Greenville County ,3160
45055,253,Kershaw,2020-05-10,South Carolina,66551,17900,"Columbia, SC", Kershaw County ,1760
45059,47,Laurens,2020-05-10,South Carolina,67493,24860,"Greenville-Mauldin-Easley, SC", Laurens County ,3160
45063,478,Lexington,2020-05-10,South Carolina,298750,17900,"Columbia, SC", Lexington County ,1760
45077,73,Pickens,2020-05-10,South Carolina,126884,24860,"Greenville-Mauldin-Easley, SC", Pickens County ,3160
45079,1100,Richland,2020-05-10,South Carolina,415759,17900,"Columbia, SC", Richland County ,1760
45081,87,Saluda,2020-05-10,South Carolina,20473,17900,"Columbia, SC", Saluda County ,1760
45083,343,Spartanburg,2020-05-10,South Carolina,319785,43900,"Spartanburg, SC",Spartanburg County ,3160
47001,31,Anderson,2020-05-10,Tennessee,76978,28940,"Knoxville, TN",Anderson County ,3840
47009,71,Blount,2020-05-10,Tennessee,133088,28940,"Knoxville, TN", Blount County ,3840
47015,13,Cannon,2020-05-10,Tennessee,14678,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area",Cannon County ,5360
47019,18,Carter,2020-05-10,Tennessee,56391,27740,"Johnson City, TN",Carter County ,3660
47021,63,Cheatham,2020-05-10,Tennessee,40667,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area", Cheatham County ,5360
47037,3652,Davidson,2020-05-10,Tennessee,694144,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area", Davidson County ,5360
47043,86,Dickson,2020-05-10,Tennessee,53948,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area", Dickson County ,5360
47047,79,Fayette,2020-05-10,Tennessee,41133,32820,"Memphis, TN-MS-AR", Fayette County ,
47065,233,Hamilton,2020-05-10,Tennessee,367804,16860,"Chattanooga, TN-GA", Hamilton County ,1560
47081,52,Hickman,2020-05-10,Tennessee,25178,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area", Hickman County ,5360
47093,263,Knox,2020-05-10,Tennessee,470313,28940,"Knoxville, TN", Knox County ,3840
47105,41,Loudon,2020-05-10,Tennessee,54068,28940,"Knoxville, TN", Loudon County ,3840
47111,58,Macon,2020-05-10,Tennessee,24602,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area", Macon County ,5360
47115,29,Marion,2020-05-10,Tennessee,28907,16860,"Chattanooga, TN-GA", Marion County ,1560
47147,218,Robertson,2020-05-10,Tennessee,71813,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area", Robertson County ,5360
47149,725,Rutherford,2020-05-10,Tennessee,332285,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area", Rutherford County ,5360
47153,6,Sequatchie,2020-05-10,Tennessee,15026,16860,"Chattanooga, TN-GA", Sequatchie County ,1560
47157,3260,Shelby,2020-05-10,Tennessee,937166,32820,"Memphis, TN-MS-AR", Shelby County ,
47159,24,Smith,2020-05-10,Tennessee,20157,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area", Smith County ,5360
47165,698,Sumner,2020-05-10,Tennessee,191283,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area", Sumner County ,5360
47167,159,Tipton,2020-05-10,Tennessee,61599,32820,"Memphis, TN-MS-AR", Tipton County ,
47169,1357,Trousdale,2020-05-10,Tennessee,11284,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area", Trousdale County ,5360
47171,3,Unicoi,2020-05-10,Tennessee,17883,27740,"Johnson City, TN", Unicoi County ,3660
47173,3,Union,2020-05-10,Tennessee,19972,28940,"Knoxville, TN", Union County ,3840
47179,61,Washington,2020-05-10,Tennessee,129375,27740,"Johnson City, TN", Washington County ,3660
47187,443,Williamson,2020-05-10,Tennessee,238412,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area", Williamson County ,5360
47189,300,Wilson,2020-05-10,Tennessee,144657,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro Area", Wilson County ,5360
48007,2,Aransas,2020-05-10,Texas,23510,18580,"Corpus Christi, TX",Aransas County ,1880
48013,22,Atascosa,2020-05-10,Texas,51153,41700,"San Antonio-New Braunfels, TX",Atascosa County ,
48015,15,Austin,2020-05-10,Texas,30032,26420,"Houston-Sugar Land-Baytown, TX",Austin County ,
48019,6,Bandera,2020-05-10,Texas,23112,41700,"San Antonio-New Braunfels, TX", Bandera County ,
48021,109,Bastrop,2020-05-10,Texas,88723,12420,"Austin-Round Rock, TX", Bastrop County ,0640
48029,1901,Bexar,2020-05-10,Texas,2003554,41700,"San Antonio-New Braunfels, TX", Bexar County ,
48039,661,Brazoria,2020-05-10,Texas,374264,26420,"Houston-Sugar Land-Baytown, TX", Brazoria County ,
48055,27,Caldwell,2020-05-10,Texas,43664,12420,"Austin-Round Rock, TX", Caldwell County ,0640
48071,50,Chambers,2020-05-10,Texas,43837,26420,"Houston-Sugar Land-Baytown, TX", Chambers County ,
48085,920,Collin,2020-05-10,Texas,1034730,19100,"Dallas-Fort Worth-Arlington, TX",Collin County ,
48091,65,Comal,2020-05-10,Texas,156209,41700,"San Antonio-New Braunfels, TX", Comal County ,
48113,5870,Dallas,2020-05-10,Texas,2635516,19100,"Dallas-Fort Worth-Arlington, TX", Dallas County ,
48119,1,Delta,2020-05-10,Texas,5331,19100,"Dallas-Fort Worth-Arlington, TX", Delta County ,
48121,922,Denton,2020-05-10,Texas,887207,19100,"Dallas-Fort Worth-Arlington, TX", Denton County ,
48139,202,Ellis,2020-05-10,Texas,184826,19100,"Dallas-Fort Worth-Arlington, TX", Ellis County ,
48141,1340,El Paso,2020-05-10,Texas,839238,21340,"El Paso, TX",El Paso County ,2320
48157,1384,Fort Bend,2020-05-10,Texas,811688,26420,"Houston-Sugar Land-Baytown, TX", Fort Bend County ,
48167,685,Galveston,2020-05-10,Texas,342139,26420,"Houston-Sugar Land-Baytown, TX", Galveston County ,
48187,95,Guadalupe,2020-05-10,Texas,166847,41700,"San Antonio-New Braunfels, TX", Guadalupe County ,
48199,115,Hardin,2020-05-10,Texas,57602,13140,"Beaumont-Port Arthur, TX",Hardin County ,0840
48201,7878,Harris,2020-05-10,Texas,4713325,26420,"Houston-Sugar Land-Baytown, TX", Harris County ,
48209,204,Hays,2020-05-10,Texas,230191,12420,"Austin-Round Rock, TX", Hays County ,0640
48215,389,Hidalgo,2020-05-10,Texas,868707,32580,"McAllen-Edinburg-Mission, TX",Hidalgo County ,4880
48231,57,Hunt,2020-05-10,Texas,98594,19100,"Dallas-Fort Worth-Arlington, TX", Hunt County ,
48245,376,Jefferson,2020-05-10,Texas,251565,13140,"Beaumont-Port Arthur, TX", Jefferson County ,0840
48251,114,Johnson,2020-05-10,Texas,175817,19100,"Dallas-Fort Worth-Arlington, TX", Johnson County ,
48257,116,Kaufman,2020-05-10,Texas,136154,19100,"Dallas-Fort Worth-Arlington, TX", Kaufman County ,
48259,19,Kendall,2020-05-10,Texas,47431,41700,"San Antonio-New Braunfels, TX", Kendall County ,
48291,64,Liberty,2020-05-10,Texas,88219,26420,"Houston-Sugar Land-Baytown, TX", Liberty County ,
48325,31,Medina,2020-05-10,Texas,51584,41700,"San Antonio-New Braunfels, TX", Medina County ,
48339,699,Montgomery,2020-05-10,Texas,607391,26420,"Houston-Sugar Land-Baytown, TX", Montgomery County ,
48355,132,Nueces,2020-05-10,Texas,362294,18580,"Corpus Christi, TX", Nueces County ,1880
48361,85,Orange,2020-05-10,Texas,83396,13140,"Beaumont-Port Arthur, TX", Orange County ,0840
48367,45,Parker,2020-05-10,Texas,142878,19100,"Dallas-Fort Worth-Arlington, TX", Parker County ,
48397,100,Rockwall,2020-05-10,Texas,104915,19100,"Dallas-Fort Worth-Arlington, TX", Rockwall County ,
48407,11,San Jacinto,2020-05-10,Texas,28859,26420,"Houston-Sugar Land-Baytown, TX", San Jacinto County ,
48409,20,San Patricio,2020-05-10,Texas,66730,18580,"Corpus Christi, TX", San Patricio County ,1880
48439,3695,Tarrant,2020-05-10,Texas,2102515,19100,"Dallas-Fort Worth-Arlington, TX", Tarrant County ,
48453,2127,Travis,2020-05-10,Texas,1273954,12420,"Austin-Round Rock, TX", Travis County ,0640
48473,38,Waller,2020-05-10,Texas,55246,26420,"Houston-Sugar Land-Baytown, TX", Waller County ,
48491,377,Williamson,2020-05-10,Texas,590551,12420,"Austin-Round Rock, TX",Williamson County,0640
48493,35,Wilson,2020-05-10,Texas,51070,41700,"San Antonio-New Braunfels, TX", Wilson County ,
48497,30,Wise,2020-05-10,Texas,69984,19100,"Dallas-Fort Worth-Arlington, TX", Wise County ,
49011,336,Davis,2020-05-10,Utah,355481,36260,"Ogden-Clearfield, UT",Davis County ,7160
49029,10,Morgan,2020-05-10,Utah,12124,36260,"Ogden-Clearfield, UT", Morgan County ,7160
49035,3291,Salt Lake,2020-05-10,Utah,1160437,41620,"Salt Lake City, UT",Salt Lake County ,7160
49043,385,Summit,2020-05-10,Utah,42145,41620,"Salt Lake City, UT", Summit County ,7160
49045,77,Tooele,2020-05-10,Utah,72259,41620,"Salt Lake City, UT", Tooele County ,7160
49057,179,Weber,2020-05-10,Utah,260213,36260,"Ogden-Clearfield, UT", Weber County ,7160
51007,17,Amelia,2020-05-10,Virginia,13145,40060,"Richmond, VA",Amelia County ,
51013,1368,Arlington,2020-05-10,Virginia,236842,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Arlington County ,
51033,38,Caroline,2020-05-10,Virginia,30725,40060,"Richmond, VA", Caroline County ,
51036,21,Charles City,2020-05-10,Virginia,6963,40060,"Richmond, VA", Charles City County ,
51041,787,Chesterfield,2020-05-10,Virginia,352802,40060,"Richmond, VA", Chesterfield County ,
51043,16,Clarke,2020-05-10,Virginia,14619,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Clarke County ,
51049,13,Cumberland,2020-05-10,Virginia,9932,40060,"Richmond, VA", Cumberland County ,
51053,27,Dinwiddie,2020-05-10,Virginia,28544,40060,"Richmond, VA", Dinwiddie County ,
51059,5892,Fairfax,2020-05-10,Virginia,1147532,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Fairfax County ,
51061,172,Fauquier,2020-05-10,Virginia,71222,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Fauquier County ,
51073,27,Gloucester,2020-05-10,Virginia,37348,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", Gloucester County ,5720
51075,81,Goochland,2020-05-10,Virginia,23753,40060,"Richmond, VA", Goochland County ,
51085,170,Hanover,2020-05-10,Virginia,107766,40060,"Richmond, VA", Hanover County ,
51087,1067,Henrico,2020-05-10,Virginia,330818,40060,"Richmond, VA", Henrico County ,
51093,110,Isle of Wight,2020-05-10,Virginia,37109,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", Isle of Wight County ,5720
51095,173,James City,2020-05-10,Virginia,76523,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", James City County ,5720
51097,5,King and Queen,2020-05-10,Virginia,7025,40060,"Richmond, VA", King and Queen County ,
51101,11,King William,2020-05-10,Virginia,17148,40060,"Richmond, VA", King William County ,
51107,1159,Loudoun,2020-05-10,Virginia,413538,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Loudoun County ,
51109,55,Louisa,2020-05-10,Virginia,37591,40060,"Richmond, VA", Louisa County ,
51115,5,Mathews,2020-05-10,Virginia,8834,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", Mathews County ,5720
51127,26,New Kent,2020-05-10,Virginia,23091,40060,"Richmond, VA", New Kent County ,
51145,18,Powhatan,2020-05-10,Virginia,29652,40060,"Richmond, VA", Powhatan County ,
51149,44,Prince George,2020-05-10,Virginia,38353,40060,"Richmond, VA", Prince George County ,
51153,2740,Prince William,2020-05-10,Virginia,470335,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Prince William County ,
51177,248,Spotsylvania,2020-05-10,Virginia,136215,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Spotsylvania County ,
51179,374,Stafford,2020-05-10,Virginia,152882,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Stafford County ,
51181,5,Surry,2020-05-10,Virginia,6422,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", Surry County ,5720
51183,33,Sussex,2020-05-10,Virginia,11159,40060,"Richmond, VA", Sussex County ,
51187,85,Warren,2020-05-10,Virginia,40164,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Warren County ,
51199,56,York,2020-05-10,Virginia,68280,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", York County ,5720
51510,1193,Alexandria city,2020-05-10,Virginia,159428,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Alexandria city ,
51550,328,Chesapeake city,2020-05-10,Virginia,244835,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", Chesapeake city ,5720
51570,66,Colonial Heights city,2020-05-10,Virginia,17370,40060,"Richmond, VA", Colonial Heights city ,
51600,39,Fairfax city,2020-05-10,Virginia,24019,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Fairfax city ,
51610,37,Falls Church city,2020-05-10,Virginia,14617,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Falls Church city ,
51630,61,Fredericksburg city,2020-05-10,Virginia,29036,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Fredericksburg city ,
51650,144,Hampton city,2020-05-10,Virginia,134510,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", Hampton city ,5720
51670,37,Hopewell city,2020-05-10,Virginia,22529,40060,"Richmond, VA", Hopewell city ,
51683,381,Manassas city,2020-05-10,Virginia,41085,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Manassas city ,
51685,120,Manassas Park city,2020-05-10,Virginia,17478,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Manassas Park city ,
51700,159,Newport News city,2020-05-10,Virginia,179225,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", Newport News city ,5720
51710,304,Norfolk city,2020-05-10,Virginia,242742,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", Norfolk city ,5720
51730,45,Petersburg city,2020-05-10,Virginia,31346,40060,"Richmond, VA", Petersburg city ,
51735,7,Poquoson city,2020-05-10,Virginia,12271,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", Poquoson city ,5720
51740,202,Portsmouth city,2020-05-10,Virginia,94398,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", Portsmouth city ,5720
51760,530,Richmond city,2020-05-10,Virginia,230436,40060,"Richmond, VA", Richmond city ,
51800,215,Suffolk city,2020-05-10,Virginia,92108,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", Suffolk city ,5720
51810,491,Virginia Beach city,2020-05-10,Virginia,449974,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", Virginia Beach city ,5720
51830,39,Williamsburg city,2020-05-10,Virginia,14954,47260,"Virginia Beach-Norfolk-Newport News, VA-NC", Williamsburg city ,5720
53011,375,Clark,2020-05-10,Washington,488241,38900,"Portland-Vancouver-Hillsboro, OR-WA", Clark County ,
53033,7365,King,2020-05-10,Washington,2252782,42660,"Seattle-Tacoma-Bellevue, WA",King County ,
53053,1694,Pierce,2020-05-10,Washington,904980,42660,"Seattle-Tacoma-Bellevue, WA", Pierce County ,
53059,3,Skamania,2020-05-10,Washington,12083,38900,"Portland-Vancouver-Hillsboro, OR-WA", Skamania County ,
53061,2932,Snohomish,2020-05-10,Washington,822083,42660,"Seattle-Tacoma-Bellevue, WA", Snohomish County ,
53063,386,Spokane,2020-05-10,Washington,522798,44060,"Spokane, WA",Spokane County ,7840
54037,88,Jefferson,2020-05-10,West Virginia,57146,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV", Jefferson County ,
55015,40,Calumet,2020-05-10,Wisconsin,50089,11540,"Appleton, WI",Calumet County ,0460
55021,32,Columbia,2020-05-10,Wisconsin,57532,31540,"Madison, WI",Columbia County ,4720
55025,472,Dane,2020-05-10,Wisconsin,546695,31540,"Madison, WI", Dane County ,4720
55031,11,Douglas,2020-05-10,Wisconsin,43150,20260,"Duluth, MN-WI", Douglas County ,2240
55049,10,Iowa,2020-05-10,Wisconsin,23678,31540,"Madison, WI", Iowa County ,4720
55059,682,Kenosha,2020-05-10,Wisconsin,169561,16980,"Chicago-Joliet-Naperville, IL-IN-WI", Kenosha County ,
55079,3952,Milwaukee,2020-05-10,Wisconsin,945726,33340,"Milwaukee-Waukesha-West Allis, WI",Milwaukee County ,
55087,112,Outagamie,2020-05-10,Wisconsin,187885,11540,"Appleton, WI", Outagamie County ,0460
55089,105,Ozaukee,2020-05-10,Wisconsin,89221,33340,"Milwaukee-Waukesha-West Allis, WI", Ozaukee County ,
55093,12,Pierce,2020-05-10,Wisconsin,42754,33460,"Minneapolis-St. Paul-Bloomington, MN-WI", Pierce County ,
55109,27,St. Croix,2020-05-10,Wisconsin,90687,33460,"Minneapolis-St. Paul-Bloomington, MN-WI", St. Croix County ,
55131,117,Washington,2020-05-10,Wisconsin,136034,33340,"Milwaukee-Waukesha-West Allis, WI", Washington County ,
55133,400,Waukesha,2020-05-10,Wisconsin,404198,33340,"Milwaukee-Waukesha-West Allis, WI", Waukesha County ,
